n_F35,n_V22,n_AV8B,n_SH60,perc,w_fuel,w_veh
1,3,6,2,0.053851296,1568.242852,114.93
1,3,6,3,0.151389301,1601.440113,122.98
1,3,6,4,0.248927305,1634.637375,131.03
1,3,6,5,0.34646531,1667.834636,139.08
1,3,6,6,0.444003314,1701.031898,147.13
1,3,7,0,0.169535108,1626.523685,105.57
1,3,7,1,0.267073112,1659.720946,113.62
1,3,7,2,0.364611117,1692.918208,121.67
1,3,7,3,0.462149121,1726.115469,129.72
1,3,8,0,0.480294928,1751.199041,112.31
1,4,0,12,-0.432584861,1307.446784,170.02
1,4,0,13,-0.335046857,1340.644045,178.07
1,4,0,14,-0.237508852,1373.841307,186.12
1,4,0,15,-0.139970848,1407.038568,194.17
1,4,0,16,-0.042432843,1440.23583,202.22
1,4,0,17,0.055105161,1473.433091,210.27
1,4,0,18,0.152643166,1506.630353,218.32
1,4,0,19,0.25018117,1539.827614,226.37
1,4,0,20,0.347719175,1573.024876,234.42
1,4,0,21,0.445257179,1606.222137,242.47
1,4,1,9,-0.414439054,1332.530355,152.61
1,4,1,10,-0.31690105,1365.727617,160.66
1,4,1,11,-0.219363045,1398.924878,168.71
1,4,1,12,-0.121825041,1432.12214,176.76
1,4,1,13,-0.024287036,1465.319401,184.81
1,4,1,14,0.073250968,1498.516663,192.86
1,4,1,15,0.170788973,1531.713924,200.91
1,4,1,16,0.268326977,1564.911186,208.96
1,4,1,17,0.365864982,1598.108447,217.01
1,4,1,18,0.463402986,1631.305709,225.06
1,4,2,5,-0.493831252,1324.416665,127.15
1,4,2,6,-0.396293247,1357.613927,135.2
1,4,2,7,-0.298755243,1390.811188,143.25
1,4,2,8,-0.201217238,1424.00845,151.3
1,4,2,9,-0.103679234,1457.205711,159.35
1,4,2,10,-0.006141229,1490.402973,167.4
1,4,2,11,0.091396775,1523.600234,175.45
1,4,2,12,0.18893478,1556.797496,183.5
1,4,2,13,0.286472784,1589.994757,191.55
1,4,2,14,0.384010789,1623.192019,199.6
1,4,2,15,0.481548794,1656.38928,207.65
1,4,3,2,-0.475685444,1349.500237,109.74
1,4,3,3,-0.37814744,1382.697498,117.79
1,4,3,4,-0.280609435,1415.89476,125.84
1,4,3,5,-0.183071431,1449.092021,133.89
1,4,3,6,-0.085533426,1482.289283,141.94
1,4,3,7,0.012004578,1515.486544,149.99
1,4,3,8,0.109542583,1548.683805,158.04
1,4,3,9,0.207080587,1581.881067,166.09
1,4,3,10,0.304618592,1615.078329,174.14
1,4,3,11,0.402156596,1648.27559,182.19
1,4,3,12,0.499694601,1681.472852,190.24
1,4,4,0,-0.360001633,1407.78107,100.38
1,4,4,1,-0.262463628,1440.978331,108.43
1,4,4,2,-0.164925624,1474.175593,116.48
1,4,4,3,-0.067387619,1507.372854,124.53
1,4,4,4,0.030150385,1540.570116,132.58
1,4,4,5,0.12768839,1573.767377,140.63
1,4,4,6,0.225226394,1606.964639,148.68
1,4,4,7,0.322764399,1640.1619,156.73
1,4,4,8,0.420302403,1673.359162,164.78
1,4,5,0,-0.049241812,1532.456426,107.12
1,4,5,1,0.048296192,1565.653687,115.17
1,4,5,2,0.145834197,1598.850949,123.22
1,4,5,3,0.243372201,1632.04821,131.27
1,4,5,4,0.340910206,1665.245472,139.32
1,4,5,5,0.43844821,1698.442733,147.37
1,4,6,0,0.261518008,1657.131782,113.86
1,4,6,1,0.359056013,1690.329043,121.91
1,4,6,2,0.456594018,1723.526305,129.96
1,5,0,8,-0.419994158,1329.941191,152.85
1,5,0,9,-0.322456153,1363.138452,160.9
1,5,0,10,-0.224918149,1396.335713,168.95
1,5,0,11,-0.127380144,1429.532975,177
1,5,0,12,-0.02984214,1462.730237,185.05
1,5,0,13,0.067695865,1495.927498,193.1
1,5,0,14,0.165233869,1529.12476,201.15
1,5,0,15,0.262771874,1562.322021,209.2
1,5,0,16,0.360309878,1595.519283,217.25
1,5,0,17,0.457847883,1628.716544,225.3
1,5,1,4,-0.499386355,1321.8275,127.39
1,5,1,5,-0.401848351,1355.024762,135.44
1,5,1,6,-0.304310346,1388.222024,143.49
1,5,1,7,-0.206772342,1421.419285,151.54
1,5,1,8,-0.109234337,1454.616547,159.59
1,5,1,9,-0.011696333,1487.813808,167.64
1,5,1,10,0.085841672,1521.011069,175.69
1,5,1,11,0.183379676,1554.208331,183.74
1,5,1,12,0.280917681,1587.405592,191.79
1,5,1,13,0.378455685,1620.602854,199.84
1,5,1,14,0.47599369,1653.800116,207.89
1,5,2,1,-0.481240548,1346.911072,109.98
1,5,2,2,-0.383702544,1380.108334,118.03
1,5,2,3,-0.286164539,1413.305595,126.08
1,5,2,4,-0.188626535,1446.502857,134.13
1,5,2,5,-0.09108853,1479.700118,142.18
1,5,2,6,0.006449474,1512.89738,150.23
1,5,2,7,0.103987479,1546.094641,158.28
1,5,2,8,0.201525483,1579.291902,166.33
1,5,2,9,0.299063488,1612.489164,174.38
1,5,2,10,0.396601492,1645.686426,182.43
1,5,2,11,0.494139497,1678.883687,190.48
1,5,3,0,-0.268018732,1438.389167,108.67
1,5,3,1,-0.170480728,1471.586428,116.72
1,5,3,2,-0.072942723,1504.78369,124.77
1,5,3,3,0.024595281,1537.980951,132.82
1,5,3,4,0.122133286,1571.178213,140.87
1,5,3,5,0.21967129,1604.375474,148.92
1,5,3,6,0.317209295,1637.572736,156.97
1,5,3,7,0.414747299,1670.769997,165.02
1,5,4,0,0.042741089,1563.064523,115.41
1,5,4,1,0.140279093,1596.261784,123.46
1,5,4,2,0.237817098,1629.459046,131.51
1,5,4,3,0.335355102,1662.656307,139.56
1,5,4,4,0.432893107,1695.853569,147.61
1,5,5,0,0.353500909,1687.739879,122.15
1,5,5,1,0.451038914,1720.93714,130.2
1,6,0,4,-0.407403455,1352.435598,135.68
1,6,0,5,-0.30986545,1385.632859,143.73
1,6,0,6,-0.212327446,1418.830121,151.78
1,6,0,7,-0.114789441,1452.027382,159.83
1,6,0,8,-0.017251437,1485.224644,167.88
1,6,0,9,0.080286568,1518.421905,175.93
1,6,0,10,0.177824572,1551.619167,183.98
1,6,0,11,0.275362577,1584.816428,192.03
1,6,0,12,0.372900581,1618.01369,200.08
1,6,0,13,0.470438586,1651.210951,208.13
1,6,1,0,-0.486795652,1344.321908,110.22
1,6,1,1,-0.389257647,1377.519169,118.27
1,6,1,2,-0.291719643,1410.716431,126.32
1,6,1,3,-0.194181638,1443.913692,134.37
1,6,1,4,-0.096643634,1477.110954,142.42
1,6,1,5,0.000894371,1510.308215,150.47
1,6,1,6,0.098432375,1543.505477,158.52
1,6,1,7,0.19597038,1576.702738,166.57
1,6,1,8,0.293508384,1609.9,174.62
1,6,1,9,0.391046389,1643.097261,182.67
1,6,1,10,0.488584393,1676.294523,190.72
1,6,2,0,-0.176035831,1468.997264,116.96
1,6,2,1,-0.078497827,1502.194525,125.01
1,6,2,2,0.019040178,1535.391787,133.06
1,6,2,3,0.116578182,1568.589048,141.11
1,6,2,4,0.214116187,1601.78631,149.16
1,6,2,5,0.311654191,1634.983571,157.21
1,6,2,6,0.409192196,1668.180833,165.26
1,6,3,0,0.134723989,1593.67262,123.7
1,6,3,1,0.232261994,1626.869881,131.75
1,6,3,2,0.329799998,1660.067143,139.8
1,6,3,3,0.427338003,1693.264404,147.85
1,6,4,0,0.44548381,1718.347976,130.44
1,7,0,0,-0.394812751,1374.930005,118.51
1,7,0,1,-0.297274747,1408.127266,126.56
1,7,0,2,-0.199736742,1441.324528,134.61
1,7,0,3,-0.102198738,1474.521789,142.66
1,7,0,4,-0.004660733,1507.719051,150.71
1,7,0,5,0.092877271,1540.916312,158.76
1,7,0,6,0.190415276,1574.113574,166.81
1,7,0,7,0.28795328,1607.310835,174.86
1,7,0,8,0.385491285,1640.508097,182.91
1,7,0,9,0.483029289,1673.705358,190.96
1,7,1,0,-0.084052931,1499.605361,125.25
1,7,1,1,0.013485074,1532.802622,133.3
1,7,1,2,0.111023078,1565.999884,141.35
1,7,1,3,0.208561083,1599.197145,149.4
1,7,1,4,0.306099087,1632.394407,157.45
1,7,1,5,0.403637092,1665.591668,165.5
1,7,2,0,0.22670689,1624.280717,131.99
1,7,2,1,0.324244895,1657.477978,140.04
1,7,2,2,0.421782899,1690.67524,148.09
1,8,0,0,0.00792997,1530.213458,133.54
1,8,0,1,0.105467975,1563.410719,141.59
1,8,0,2,0.203005979,1596.607981,149.64
1,8,0,3,0.300543984,1629.805242,157.69
1,8,0,4,0.398081988,1663.002504,165.74
1,8,0,5,0.495619993,1696.199765,173.79
1,8,1,0,0.318689791,1654.888814,140.28
1,8,1,1,0.416227795,1688.086075,148.33
1,9,0,0,0.410672692,1685.496911,148.57
2,0,0,21,-0.453353264,1273.034159,195.65
2,0,0,22,-0.355815259,1306.23142,203.7
2,0,0,23,-0.258277255,1339.428681,211.75
2,0,0,24,-0.16073925,1372.625943,219.8
2,0,0,25,-0.063201245,1405.823205,227.85
2,0,0,26,0.034336759,1439.020466,235.9
2,0,0,27,0.131874764,1472.217728,243.95
2,0,0,28,0.229412768,1505.414989,252
2,0,0,29,0.326950773,1538.612251,260.05
2,0,0,30,0.424488777,1571.809512,268.1
2,0,1,18,-0.435207456,1298.11773,178.24
2,0,1,19,-0.337669452,1331.314992,186.29
2,0,1,20,-0.240131447,1364.512253,194.34
2,0,1,21,-0.142593443,1397.709515,202.39
2,0,1,22,-0.045055438,1430.906776,210.44
2,0,1,23,0.052482566,1464.104038,218.49
2,0,1,24,0.150020571,1497.301299,226.54
2,0,1,25,0.247558575,1530.498561,234.59
2,0,1,26,0.34509658,1563.695822,242.64
2,0,1,27,0.442634584,1596.893083,250.69
2,0,2,15,-0.417061649,1323.201302,160.83
2,0,2,16,-0.319523645,1356.398563,168.88
2,0,2,17,-0.22198564,1389.595825,176.93
2,0,2,18,-0.124447636,1422.793086,184.98
2,0,2,19,-0.026909631,1455.990348,193.03
2,0,2,20,0.070628373,1489.187609,201.08
2,0,2,21,0.168166378,1522.38487,209.13
2,0,2,22,0.265704382,1555.582132,217.18
2,0,2,23,0.363242387,1588.779394,225.23
2,0,2,24,0.460780391,1621.976655,233.28
2,0,3,11,-0.496453847,1315.087612,135.37
2,0,3,12,-0.398915842,1348.284873,143.42
2,0,3,13,-0.301377838,1381.482135,151.47
2,0,3,14,-0.203839833,1414.679396,159.52
2,0,3,15,-0.106301829,1447.876658,167.57
2,0,3,16,-0.008763824,1481.073919,175.62
2,0,3,17,0.08877418,1514.271181,183.67
2,0,3,18,0.186312185,1547.468442,191.72
2,0,3,19,0.283850189,1580.665704,199.77
2,0,3,20,0.381388194,1613.862965,207.82
2,0,3,21,0.478926198,1647.060227,215.87
2,0,4,8,-0.47830804,1340.171183,117.96
2,0,4,9,-0.380770035,1373.368445,126.01
2,0,4,10,-0.283232031,1406.565706,134.06
2,0,4,11,-0.185694026,1439.762968,142.11
2,0,4,12,-0.088156022,1472.960229,150.16
2,0,4,13,0.009381983,1506.157491,158.21
2,0,4,14,0.106919988,1539.354752,166.26
2,0,4,15,0.204457992,1572.552014,174.31
2,0,4,16,0.301995997,1605.749275,182.36
2,0,4,17,0.399534001,1638.946537,190.41
2,0,4,18,0.497072006,1672.143798,198.46
2,0,5,5,-0.460162232,1365.254755,100.55
2,0,5,6,-0.362624228,1398.452016,108.6
2,0,5,7,-0.265086223,1431.649278,116.65
2,0,5,8,-0.167548219,1464.846539,124.7
2,0,5,9,-0.070010214,1498.043801,132.75
2,0,5,10,0.02752779,1531.241062,140.8
2,0,5,11,0.125065795,1564.438324,148.85
2,0,5,12,0.222603799,1597.635585,156.9
2,0,5,13,0.320141804,1630.832847,164.95
2,0,5,14,0.417679808,1664.030108,173
2,0,6,2,-0.442016425,1390.338326,83.14
2,0,6,3,-0.344478421,1423.535588,91.19
2,0,6,4,-0.246940416,1456.732849,99.24
2,0,6,5,-0.149402412,1489.930111,107.29
2,0,6,6,-0.051864407,1523.127372,115.34
2,0,6,7,0.045673597,1556.324634,123.39
2,0,6,8,0.143211602,1589.521895,131.44
2,0,6,9,0.240749606,1622.719157,139.49
2,0,6,10,0.338287611,1655.916418,147.54
2,0,6,11,0.435825615,1689.11368,155.59
2,0,7,0,-0.326332614,1448.619159,73.78
2,0,7,1,-0.228794609,1481.816421,81.83
2,0,7,2,-0.131256605,1515.013682,89.88
2,0,7,3,-0.0337186,1548.210944,97.93
2,0,7,4,0.063819404,1581.408205,105.98
2,0,7,5,0.161357409,1614.605467,114.03
2,0,7,6,0.258895413,1647.802728,122.08
2,0,7,7,0.356433418,1680.99999,130.13
2,0,7,8,0.453971422,1714.197251,138.18
2,0,8,0,-0.015572793,1573.294515,80.52
2,0,8,1,0.081965212,1606.491777,88.57
2,0,8,2,0.179503216,1639.689038,96.62
2,0,8,3,0.277041221,1672.8863,104.67
2,0,8,4,0.374579225,1706.083561,112.72
2,0,8,5,0.47211723,1739.280823,120.77
2,0,9,0,0.295187028,1697.969871,87.26
2,0,9,1,0.392725032,1731.167133,95.31
2,0,9,2,0.490263037,1764.364394,103.36
2,1,0,17,-0.44076256,1295.528566,178.48
2,1,0,18,-0.343224556,1328.725827,186.53
2,1,0,19,-0.245686551,1361.923089,194.58
2,1,0,20,-0.148148547,1395.12035,202.63
2,1,0,21,-0.050610542,1428.317612,210.68
2,1,0,22,0.046927462,1461.514873,218.73
2,1,0,23,0.144465467,1494.712135,226.78
2,1,0,24,0.242003471,1527.909396,234.83
2,1,0,25,0.339541476,1561.106658,242.88
2,1,0,26,0.43707948,1594.303919,250.93
2,1,1,14,-0.422616753,1320.612137,161.07
2,1,1,15,-0.325078749,1353.809399,169.12
2,1,1,16,-0.227540744,1387.00666,177.17
2,1,1,17,-0.13000274,1420.203922,185.22
2,1,1,18,-0.032464735,1453.401183,193.27
2,1,1,19,0.06507327,1486.598445,201.32
2,1,1,20,0.162611274,1519.795706,209.37
2,1,1,21,0.260149279,1552.992967,217.42
2,1,1,22,0.357687283,1586.190229,225.47
2,1,1,23,0.455225288,1619.387491,233.52
2,1,2,11,-0.404470946,1345.695709,143.66
2,1,2,12,-0.306932941,1378.89297,151.71
2,1,2,13,-0.209394937,1412.090232,159.76
2,1,2,14,-0.111856932,1445.287493,167.81
2,1,2,15,-0.014318928,1478.484755,175.86
2,1,2,16,0.083219077,1511.682016,183.91
2,1,2,17,0.180757081,1544.879278,191.96
2,1,2,18,0.278295086,1578.076539,200.01
2,1,2,19,0.37583309,1611.273801,208.06
2,1,2,20,0.473371095,1644.471062,216.11
2,1,3,7,-0.483863143,1337.582019,118.2
2,1,3,8,-0.386325139,1370.77928,126.25
2,1,3,9,-0.288787134,1403.976542,134.3
2,1,3,10,-0.19124913,1437.173803,142.35
2,1,3,11,-0.093711125,1470.371065,150.4
2,1,3,12,0.003826879,1503.568326,158.45
2,1,3,13,0.101364884,1536.765588,166.5
2,1,3,14,0.198902888,1569.962849,174.55
2,1,3,15,0.296440893,1603.160111,182.6
2,1,3,16,0.393978897,1636.357372,190.65
2,1,3,17,0.491516902,1669.554634,198.7
2,1,4,4,-0.465717336,1362.66559,100.79
2,1,4,5,-0.368179332,1395.862852,108.84
2,1,4,6,-0.270641327,1429.060113,116.89
2,1,4,7,-0.173103323,1462.257375,124.94
2,1,4,8,-0.075565318,1495.454636,132.99
2,1,4,9,0.021972686,1528.651898,141.04
2,1,4,10,0.119510691,1561.849159,149.09
2,1,4,11,0.217048695,1595.046421,157.14
2,1,4,12,0.3145867,1628.243682,165.19
2,1,4,13,0.412124704,1661.440944,173.24
2,1,5,1,-0.447571529,1387.749162,83.38
2,1,5,2,-0.350033525,1420.946423,91.43
2,1,5,3,-0.25249552,1454.143685,99.48
2,1,5,4,-0.154957516,1487.340946,107.53
2,1,5,5,-0.057419511,1520.538208,115.58
2,1,5,6,0.040118493,1553.735469,123.63
2,1,5,7,0.137656498,1586.932731,131.68
2,1,5,8,0.235194503,1620.129992,139.73
2,1,5,9,0.332732507,1653.327254,147.78
2,1,5,10,0.430270512,1686.524515,155.83
2,1,6,0,-0.234349713,1479.227256,82.07
2,1,6,1,-0.136811708,1512.424518,90.12
2,1,6,2,-0.039273704,1545.621779,98.17
2,1,6,3,0.058264301,1578.819041,106.22
2,1,6,4,0.155802305,1612.016302,114.27
2,1,6,5,0.25334031,1645.213564,122.32
2,1,6,6,0.350878314,1678.410825,130.37
2,1,6,7,0.448416319,1711.608087,138.42
2,1,7,0,0.076410108,1603.902612,88.81
2,1,7,1,0.173948112,1637.099874,96.86
2,1,7,2,0.271486117,1670.297135,104.91
2,1,7,3,0.369024121,1703.494397,112.96
2,1,7,4,0.466562126,1736.691658,121.01
2,1,8,0,0.387169928,1728.577968,95.55
2,1,8,1,0.484707933,1761.77523,103.6
2,2,0,13,-0.428171857,1318.022973,161.31
2,2,0,14,-0.330633852,1351.220234,169.36
2,2,0,15,-0.233095848,1384.417496,177.41
2,2,0,16,-0.135557843,1417.614757,185.46
2,2,0,17,-0.038019839,1450.812019,193.51
2,2,0,18,0.059518166,1484.00928,201.56
2,2,0,19,0.15705617,1517.206542,209.61
2,2,0,20,0.254594175,1550.403803,217.66
2,2,0,21,0.352132179,1583.601065,225.71
2,2,0,22,0.449670184,1616.798326,233.76
2,2,1,10,-0.41002605,1343.106544,143.9
2,2,1,11,-0.312488045,1376.303806,151.95
2,2,1,12,-0.214950041,1409.501067,160
2,2,1,13,-0.117412036,1442.698329,168.05
2,2,1,14,-0.019874032,1475.89559,176.1
2,2,1,15,0.077663973,1509.092852,184.15
2,2,1,16,0.175201977,1542.290113,192.2
2,2,1,17,0.272739982,1575.487375,200.25
2,2,1,18,0.370277986,1608.684636,208.3
2,2,1,19,0.467815991,1641.881898,216.35
2,2,2,6,-0.489418247,1334.992854,118.44
2,2,2,7,-0.391880243,1368.190116,126.49
2,2,2,8,-0.294342238,1401.387377,134.54
2,2,2,9,-0.196804234,1434.584639,142.59
2,2,2,10,-0.099266229,1467.7819,150.64
2,2,2,11,-0.001728225,1500.979162,158.69
2,2,2,12,0.09580978,1534.176423,166.74
2,2,2,13,0.193347784,1567.373685,174.79
2,2,2,14,0.290885789,1600.570946,182.84
2,2,2,15,0.388423794,1633.768208,190.89
2,2,2,16,0.485961798,1666.965469,198.94
2,2,3,3,-0.47127244,1360.076426,101.03
2,2,3,4,-0.373734435,1393.273687,109.08
2,2,3,5,-0.276196431,1426.470949,117.13
2,2,3,6,-0.178658426,1459.66821,125.18
2,2,3,7,-0.081120422,1492.865472,133.23
2,2,3,8,0.016417583,1526.062733,141.28
2,2,3,9,0.113955587,1559.259995,149.33
2,2,3,10,0.211493592,1592.457256,157.38
2,2,3,11,0.309031596,1625.654517,165.43
2,2,3,12,0.406569601,1658.851779,173.48
2,2,4,0,-0.453126633,1385.159997,83.62
2,2,4,1,-0.355588628,1418.357259,91.67
2,2,4,2,-0.258050624,1451.55452,99.72
2,2,4,3,-0.160512619,1484.751782,107.77
2,2,4,4,-0.062974615,1517.949043,115.82
2,2,4,5,0.03456339,1551.146305,123.87
2,2,4,6,0.132101394,1584.343566,131.92
2,2,4,7,0.229639399,1617.540828,139.97
2,2,4,8,0.327177403,1650.738089,148.02
2,2,4,9,0.424715408,1683.935351,156.07
2,2,5,0,-0.142366812,1509.835353,90.36
2,2,5,1,-0.044828808,1543.032615,98.41
2,2,5,2,0.052709197,1576.229876,106.46
2,2,5,3,0.150247201,1609.427138,114.51
2,2,5,4,0.247785206,1642.624399,122.56
2,2,5,5,0.34532321,1675.821661,130.61
2,2,5,6,0.442861215,1709.018922,138.66
2,2,6,0,0.168393008,1634.510709,97.1
2,2,6,1,0.265931013,1667.707971,105.15
2,2,6,2,0.363469018,1700.905232,113.2
2,2,6,3,0.461007022,1734.102494,121.25
2,2,7,0,0.479152829,1759.186065,103.84
2,3,0,9,-0.415581153,1340.51738,144.14
2,3,0,10,-0.318043149,1373.714641,152.19
2,3,0,11,-0.220505144,1406.911903,160.24
2,3,0,12,-0.12296714,1440.109164,168.29
2,3,0,13,-0.025429135,1473.306426,176.34
2,3,0,14,0.072108869,1506.503687,184.39
2,3,0,15,0.169646874,1539.700949,192.44
2,3,0,16,0.267184878,1572.89821,200.49
2,3,0,17,0.364722883,1606.095472,208.54
2,3,0,18,0.462260887,1639.292733,216.59
2,3,1,5,-0.494973351,1332.40369,118.68
2,3,1,6,-0.397435346,1365.600951,126.73
2,3,1,7,-0.299897342,1398.798213,134.78
2,3,1,8,-0.202359337,1431.995474,142.83
2,3,1,9,-0.104821333,1465.192736,150.88
2,3,1,10,-0.007283328,1498.389997,158.93
2,3,1,11,0.090254676,1531.587259,166.98
2,3,1,12,0.187792681,1564.78452,175.03
2,3,1,13,0.285330685,1597.981782,183.08
2,3,1,14,0.38286869,1631.179043,191.13
2,3,1,15,0.480406694,1664.376305,199.18
2,3,2,2,-0.476827544,1357.487261,101.27
2,3,2,3,-0.379289539,1390.684523,109.32
2,3,2,4,-0.281751535,1423.881784,117.37
2,3,2,5,-0.18421353,1457.079046,125.42
2,3,2,6,-0.086675526,1490.276307,133.47
2,3,2,7,0.010862479,1523.473569,141.52
2,3,2,8,0.108400483,1556.67083,149.57
2,3,2,9,0.205938488,1589.868092,157.62
2,3,2,10,0.303476492,1623.065353,165.67
2,3,2,11,0.401014497,1656.262615,173.72
2,3,2,12,0.498552501,1689.459876,181.77
2,3,3,0,-0.361143732,1415.768094,91.91
2,3,3,1,-0.263605728,1448.965356,99.96
2,3,3,2,-0.166067723,1482.162617,108.01
2,3,3,3,-0.068529719,1515.359879,116.06
2,3,3,4,0.029008286,1548.55714,124.11
2,3,3,5,0.12654629,1581.754402,132.16
2,3,3,6,0.224084295,1614.951663,140.21
2,3,3,7,0.321622299,1648.148925,148.26
2,3,3,8,0.419160304,1681.346186,156.31
2,3,4,0,-0.050383911,1540.44345,98.65
2,3,4,1,0.047154093,1573.640712,106.7
2,3,4,2,0.144692098,1606.837973,114.75
2,3,4,3,0.242230102,1640.035235,122.8
2,3,4,4,0.339768107,1673.232496,130.85
2,3,4,5,0.437306111,1706.429758,138.9
2,3,5,0,0.260375909,1665.118806,105.39
2,3,5,1,0.357913914,1698.316068,113.44
2,3,5,2,0.455451918,1731.513329,121.49
2,4,0,5,-0.40299045,1363.011787,126.97
2,4,0,6,-0.305452446,1396.209048,135.02
2,4,0,7,-0.207914441,1429.40631,143.07
2,4,0,8,-0.110376437,1462.603571,151.12
2,4,0,9,-0.012838432,1495.800832,159.17
2,4,0,10,0.084699572,1528.998094,167.22
2,4,0,11,0.182237577,1562.195356,175.27
2,4,0,12,0.279775581,1595.392617,183.32
2,4,0,13,0.377313586,1628.589879,191.37
2,4,0,14,0.474851591,1661.78714,199.42
2,4,1,1,-0.482382647,1354.898097,101.51
2,4,1,2,-0.384844643,1388.095358,109.56
2,4,1,3,-0.287306638,1421.29262,117.61
2,4,1,4,-0.189768634,1454.489881,125.66
2,4,1,5,-0.092230629,1487.687143,133.71
2,4,1,6,0.005307375,1520.884404,141.76
2,4,1,7,0.10284538,1554.081666,149.81
2,4,1,8,0.200383384,1587.278927,157.86
2,4,1,9,0.297921389,1620.476189,165.91
2,4,1,10,0.395459393,1653.67345,173.96
2,4,1,11,0.492997398,1686.870712,182.01
2,4,2,0,-0.269160831,1446.376191,100.2
2,4,2,1,-0.171622827,1479.573453,108.25
2,4,2,2,-0.074084822,1512.770714,116.3
2,4,2,3,0.023453182,1545.967976,124.35
2,4,2,4,0.120991187,1579.165237,132.4
2,4,2,5,0.218529191,1612.362499,140.45
2,4,2,6,0.316067196,1645.55976,148.5
2,4,2,7,0.4136052,1678.757022,156.55
2,4,3,0,0.041598989,1571.051547,106.94
2,4,3,1,0.139136994,1604.248809,114.99
2,4,3,2,0.236674998,1637.44607,123.04
2,4,3,3,0.334213003,1670.643332,131.09
2,4,3,4,0.431751007,1703.840593,139.14
2,4,4,0,0.35235881,1695.726903,113.68
2,4,4,1,0.449896814,1728.924165,121.73
2,5,0,0,-0.487937751,1352.308932,101.75
2,5,0,1,-0.390399747,1385.506194,109.8
2,5,0,2,-0.292861742,1418.703455,117.85
2,5,0,3,-0.195323738,1451.900717,125.9
2,5,0,4,-0.097785733,1485.097978,133.95
2,5,0,5,-0.000247729,1518.29524,142
2,5,0,6,0.097290276,1551.492501,150.05
2,5,0,7,0.19482828,1584.689763,158.1
2,5,0,8,0.292366285,1617.887024,166.15
2,5,0,9,0.389904289,1651.084286,174.2
2,5,0,10,0.487442294,1684.281547,182.25
2,5,1,0,-0.177177931,1476.984288,108.49
2,5,1,1,-0.079639926,1510.18155,116.54
2,5,1,2,0.017898078,1543.378811,124.59
2,5,1,3,0.115436083,1576.576073,132.64
2,5,1,4,0.212974087,1609.773334,140.69
2,5,1,5,0.310512092,1642.970596,148.74
2,5,1,6,0.408050096,1676.167857,156.79
2,5,2,0,0.13358189,1601.659644,115.23
2,5,2,1,0.231119895,1634.856906,123.28
2,5,2,2,0.328657899,1668.054167,131.33
2,5,2,3,0.426195904,1701.251429,139.38
2,5,3,0,0.444341711,1726.335,121.97
2,6,0,0,-0.08519503,1507.592385,116.78
2,6,0,1,0.012342975,1540.789647,124.83
2,6,0,2,0.109880979,1573.986908,132.88
2,6,0,3,0.207418984,1607.18417,140.93
2,6,0,4,0.304956988,1640.381431,148.98
2,6,0,5,0.402494993,1673.578693,157.03
2,6,1,0,0.225564791,1632.267741,123.52
2,6,1,1,0.323102795,1665.465003,131.57
2,6,1,2,0.4206408,1698.662264,139.62
2,7,0,0,0.317547692,1662.875838,131.81
2,7,0,1,0.415085696,1696.0731,139.86
3,0,0,14,-0.423758852,1328.599162,152.6
3,0,0,15,-0.326220848,1361.796423,160.65
3,0,0,16,-0.228682843,1394.993684,168.7
3,0,0,17,-0.131144839,1428.190946,176.75
3,0,0,18,-0.033606834,1461.388208,184.8
3,0,0,19,0.06393117,1494.585469,192.85
3,0,0,20,0.161469175,1527.78273,200.9
3,0,0,21,0.259007179,1560.979992,208.95
3,0,0,22,0.356545184,1594.177254,217
3,0,0,23,0.454083188,1627.374515,225.05
3,0,1,11,-0.405613045,1353.682733,135.19
3,0,1,12,-0.308075041,1386.879994,143.24
3,0,1,13,-0.210537036,1420.077256,151.29
3,0,1,14,-0.112999032,1453.274518,159.34
3,0,1,15,-0.015461027,1486.471779,167.39
3,0,1,16,0.082076977,1519.669041,175.44
3,0,1,17,0.179614982,1552.866302,183.49
3,0,1,18,0.277152986,1586.063564,191.54
3,0,1,19,0.374690991,1619.260825,199.59
3,0,1,20,0.472228995,1652.458086,207.64
3,0,2,7,-0.485005243,1345.569043,109.73
3,0,2,8,-0.387467238,1378.766305,117.78
3,0,2,9,-0.289929234,1411.963566,125.83
3,0,2,10,-0.192391229,1445.160827,133.88
3,0,2,11,-0.094853225,1478.358089,141.93
3,0,2,12,0.00268478,1511.555351,149.98
3,0,2,13,0.100222784,1544.752612,158.03
3,0,2,14,0.197760789,1577.949873,166.08
3,0,2,15,0.295298794,1611.147135,174.13
3,0,2,16,0.392836798,1644.344397,182.18
3,0,2,17,0.490374803,1677.541658,190.23
3,0,3,4,-0.466859435,1370.652614,92.32
3,0,3,5,-0.369321431,1403.849876,100.37
3,0,3,6,-0.271783426,1437.047137,108.42
3,0,3,7,-0.174245422,1470.244399,116.47
3,0,3,8,-0.076707417,1503.441661,124.52
3,0,3,9,0.020830587,1536.638922,132.57
3,0,3,10,0.118368592,1569.836183,140.62
3,0,3,11,0.215906596,1603.033445,148.67
3,0,3,12,0.313444601,1636.230706,156.72
3,0,3,13,0.410982605,1669.427968,164.77
3,0,4,1,-0.448713628,1395.736186,74.91
3,0,4,2,-0.351175624,1428.933447,82.96
3,0,4,3,-0.253637619,1462.130709,91.01
3,0,4,4,-0.156099615,1495.327971,99.06
